timestamp,frame_index,target_id,meter_conf,display_conf,meter_cx,meter_cy,display_cx,display_cy,target_source,depth_m,camera_x_m,camera_y_m,camera_z_m,smooth_x_m,smooth_y_m,smooth_z_m,has_display
1786437116.0827928,38,4,0.916067,0.855034,976,606,972,547,meter,0.756000,0.273665,0.222835,0.756000,0.244890,0.197988,0.766000,1
1786437116.193311,39,1,0.901849,0.914830,791,325,791,274,meter,0.842000,0.132307,-0.018126,0.842000,0.094080,-0.047010,0.843000,1
1786437116.193311,39,2,0.908581,0.908500,942,335,937,284,meter,0.812000,0.263365,-0.006667,0.812000,0.225808,-0.037535,0.816000,1
1786437116.193311,39,3,0.913862,0.937981,807,609,810,546,meter,0.745000,0.130264,0.223727,0.745000,0.099607,0.194821,0.753500,1
1786437116.193311,39,4,0.918881,0.855559,979,608,976,549,meter,0.755000,0.275811,0.224216,0.755000,0.246278,0.198284,0.766000,1
1786437116.3008215,40,1,0.940724,0.892589,784,307,786,258,meter,0.845000,0.126228,-0.035071,0.845000,0.096642,-0.046625,0.843000,1
1786437116.3008215,40,2,0.912372,0.893425,936,322,933,267,meter,0.813000,0.258288,-0.018404,0.813000,0.226571,-0.037082,0.816000,1
1786437116.3008215,40,3,0.936146,0.941488,800,585,802,526,meter,0.751000,0.125492,0.203859,0.751000,0.102464,0.195784,0.753500,1
1786437116.3008215,40,4,0.939569,0.854681,970,587,966,530,meter,0.761000,0.270418,0.207418,0.761000,0.248464,0.198450,0.766000,1
1786437116.4043312,41,1,0.944364,0.871771,780,281,781,231,meter,0.839000,0.121616,-0.058099,0.839000,0.100965,-0.046709,0.843000,1
1786437116.4043312,41,2,0.901375,0.861352,928,296,929,242,meter,0.811000,0.250468,-0.041760,0.811000,0.230356,-0.037535,0.815500,1
1786437116.4043312,41,3,0.952517,0.923058,791,559,793,500,meter,0.757000,0.118950,0.183646,0.757000,0.104562,0.194821,0.753500,1
1786437116.4043312,41,4,0.926423,0.833291,956,561,956,501,meter,0.767000,0.260660,0.188625,0.767000,0.250269,0.198413,0.766500,1
1786437116.5103474,42,1,0.901081,0.905667,766,254,768,201,meter,0.837000,0.108350,-0.083040,0.837000,0.104115,-0.048028,0.843000,1
1786437116.5103474,42,2,0.925796,0.893677,917,263,917,210,meter,0.812000,0.240886,-0.072450,0.812000,0.234556,-0.038895,0.815000,1
1786437116.5103474,42,3,0.934079,0.915119,773,531,778,470,meter,0.756000,0.103725,0.160750,0.756000,0.104562,0.194242,0.754000,1
1786437116.5103474,42,4,0.921484,0.842808,941,533,940,476,meter,0.770000,0.248890,0.165436,0.770000,0.250269,0.196415,0.766500,1
1786437116.6268551,43,1,0.929367,0.930025,757,220,759,170,meter,0.831000,0.099292,-0.113800,0.831000,0.104115,-0.052200,0.842500,1
1786437116.6268551,43,2,0.942298,0.894919,907,238,908,181,meter,0.804000,0.229610,-0.093150,0.804000,0.234556,-0.041007,0.815000,1
1786437116.6268551,43,3,0.938497,0.946101,764,500,767,442,meter,0.761000,0.096827,0.134789,0.761000,0.104562,0.192335,0.754500,1
1786437116.6268551,43,4,0.918445,0.875344,928,505,929,447,meter,0.774000,0.239041,0.141386,0.774000,0.250269,0.193181,0.767000,1
1786437116.73236,44,1,0.914968,0.896667,752,205,756,153,meter,0.829000,0.094463,-0.127326,0.829000,0.104115,-0.055503,0.842000,1
1786437116.73236,44,2,0.924667,0.898786,901,220,904,166,meter,0.803000,0.223989,-0.109075,0.803000,0.234556,-0.042767,0.815000,1
1786437116.73236,44,3,0.925799,0.921561,756,485,763,425,meter,0.761000,0.090085,0.122965,0.761000,0.104562,0.190197,0.755500,1
1786437116.73236,44,4,0.947151,0.886316,924,489,922,433,meter,0.777000,0.236526,0.128137,0.777000,0.250269,0.190571,0.767500,1
1786437116.8358638,45,1,0.916128,0.934964,751,192,756,137,meter,0.828000,0.093432,-0.139118,0.828000,0.104115,-0.056834,0.842000,1
1786437116.8358638,45,2,0.930982,0.885662,903,207,905,153,meter,0.797000,0.224081,-0.118873,0.797000,0.234556,-0.043828,0.814500,1
1786437116.8358638,45,3,0.929269,0.912564,756,470,762,413,meter,0.761000,0.090085,0.109453,0.761000,0.104562,0.188439,0.756500,1
1786437116.8358638,45,4,0.947006,0.893697,924,476,922,419,meter,0.774000,0.235613,0.116476,0.774000,0.250269,0.188994,0.767500,1
1786437116.9363694,46,1,0.916273,0.924773,751,191,756,135,meter,0.826000,0.093206,-0.138782,0.826000,0.104115,-0.058307,0.842000,1
1786437116.9363694,46,2,0.920358,0.888835,904,207,905,152,meter,0.795000,0.224399,-0.119457,0.795000,0.234556,-0.045156,0.814000,1
1786437116.9363694,46,3,0.928544,0.925593,756,470,761,412,meter,0.761000,0.090085,0.109453,0.761000,0.104562,0.186336,0.757000,1
1786437116.9363694,46,4,0.948238,0.890197,924,476,922,420,meter,0.777000,0.236526,0.116065,0.777000,0.250269,0.188567,0.768000,1
1786437117.0433779,47,1,0.914461,0.924033,753,190,757,135,meter,0.825000,0.094921,-0.140445,0.825000,0.104115,-0.058514,0.842000,1
1786437117.0433779,47,2,0.922423,0.911537,905,205,906,150,meter,0.796000,0.225562,-0.121374,0.796000,0.234556,-0.046459,0.813500,1
1786437117.0433779,47,3,0.931100,0.925087,756,469,762,412,meter,0.761000,0.090085,0.108608,0.761000,0.104562,0.184608,0.757000,1
1786437117.0433779,47,4,0.945727,0.894756,924,474,923,419,meter,0.775000,0.235917,0.114906,0.775000,0.250269,0.186985,0.768000,1
1786437117.1548898,48,1,0.913170,0.910268,756,188,759,134,meter,0.823000,0.097425,-0.141018,0.823000,0.104115,-0.060784,0.842000,1
1786437117.1548898,48,2,0.937773,0.918650,907,205,909,148,meter,0.795000,0.227040,-0.121222,0.795000,0.234556,-0.049201,0.812500,1
